POSTCODE,POSTAL_COMMERCIAL_PROPERTIES,ALL_COMMERCIAL,RESIDENTIAL_PROPERTIES
NE25 0AP,2,2,26
NE23 8DP,0,0,7
NE66 2UZ,0,1,4
NE66 3JU,0,0,6
NE20 9ES,0,0,7
NE20 9EU,0,0,34
NE66 2XW,0,0,5
NE25 0TR,0,0,15
NE20 0TB,0,0,3
NE20 0AP,0,0,4
NE18 0PU,0,0,2
NE66 3XE,0,0,3
NE18 0ND,0,0,2
NE23 7XF,0,0,10
NE23 3QR,0,0,14
NE23 6AL,0,0,8
NE20 9TZ,0,0,4
NE19 1SA,0,0,1
NE66 2DT,0,0,1
NE66 4YA,0,0,1
NE66 4RU,0,0,1
NE66 4RX,1,1,1
NE23 7EW,0,0,16
NE66 1AN,0,0,17
NE66 3JZ,0,0,9
NE25 0QR,0,0,14
NE23 7SZ,0,0,28
NE66 3BA,0,0,3
NE66 4AD,0,0,1
NE66 3ND,0,0,19
NE66 4RH,0,0,9
NE66 2NA,1,1,14
NE66 3AS,0,0,1
NE66 2XB,1,1,6
NE23 7TD,0,0,36
NE66 4SB,0,0,1
NE66 4SG,0,0,4
NE66 4PY,0,0,7
NE66 4PP,0,0,9
NE66 4RG,0,0,2
NE66 3PR,2,2,2
NE66 3QD,0,0,30
NE66 2XG,0,0,3
NE66 3JL,0,0,42
NE23 7EU,0,0,12
NE66 3JR,0,0,9
NE23 6RL,0,0,34
NE61 2YJ,0,0,4
NE66 4LY,0,0,2
NE66 5PX,1,1,8
NE20 9LA,0,0,38
NE20 9LB,0,0,12
NE25 0RF,0,0,11
NE66 3QZ,0,0,8
NE66 3RP,0,0,4
NE66 3LX,0,0,8
NE25 0NF,0,0,4
NE61 6AD,0,0,1
NE23 3QB,0,0,6
NE61 6NS,0,0,7
NE61 6LX,0,0,7
NE23 3BJ,0,0,29
NE61 2EW,0,0,8
NE23 3XN,0,0,16
NE26 4JE,0,0,18
NE24 2JS,0,0,1
NE61 3BY,0,0,4
NE61 1XH,0,0,7
NE61 3BX,0,0,7
NE61 2JW,0,0,32
NE61 2TY,0,0,40
NE61 2TG,0,0,14
NE61 2UE,0,0,20
NE61 2JR,0,0,19
NE61 2SU,0,0,6
NE61 1DG,0,0,3
NE61 6LY,0,0,4
NE61 2BL,0,0,5
NE61 1JT,0,0,12
NE61 2JZ,0,0,4
NE61 1DA,0,0,11
NE61 2BP,0,0,3
NE61 1QS,0,0,1
NE22 5SR,0,0,7
NE61 2RA,0,0,7
NE23 1WP,39,39,0
NE42 6BL,0,0,2
NE19 1RX,1,1,1
NE65 0BU,2,2,3
NE65 8QY,1,1,2
NE66 4SN,0,0,1
NE66 1AS,0,0,0
NE47 9HX,0,0,2
NE23 8EY,0,0,0
NE67 5JE,3,3,8
NE64 6HW,0,0,2
NE62 5JF,0,0,1
NE61 5XA,5,5,2
NE24 5BH,0,0,0
NE42 6QA,0,0,31
NE22 6AB,0,0,1
NE46 2JN,1,1,7
NE65 0HY,1,1,48
NE65 8HP,1,1,1
NE66 3LF,0,0,2
NE66 1JS,0,0,8
NE61 4PR,0,0,1
NE65 0JL,0,0,4
TD15 2GX,0,0,1
NE65 9HA,0,0,4
NE65 9LY,0,0,4
NE49 0PE,0,0,1
NE66 1TY,0,0,1
NE66 1BF,0,0,29
NE65 9ND,0,0,7
NE65 7HA,0,0,5
NE47 9BU,1,1,1
NE76 5AD,0,1,0
NE65 0WH,0,0,24
NE66 3QP,0,0,9
NE65 9LN,0,0,3
NE65 0PY,0,0,33
NE65 0GD,0,0,5
NE65 9HL,0,0,6
NE66 3HN,0,0,2
NE61 6DS,0,0,19
NE65 7JW,0,0,6
NE65 0NR,0,0,36
NE61 5ES,0,0,62
NE66 2JF,0,0,1
NE65 7HH,0,0,1
NE66 3RJ,0,0,2
NE66 1DU,0,0,4
NE65 7HY,0,0,12
NE46 2DP,0,0,6
NE65 0JQ,0,0,64
NE66 1PS,0,0,12
NE66 1BZ,0,0,20
NE65 0DN,1,1,9
NE65 9UB,0,0,7
NE65 0RP,0,0,5
NE65 0RW,0,0,3
NE24 4UL,0,0,0
NE66 3DL,0,0,3
NE65 0NZ,0,0,4
NE42 5QH,0,0,10
NE65 0TE,0,0,8
NE66 3SF,0,0,1
NE70 7PB,0,0,10
NE47 7EW,0,0,3
NE65 0NT,0,0,4
NE65 0EH,0,0,39
NE65 7LE,0,0,4
NE65 0HL,0,0,4
NE71 6LZ,0,0,9
NE65 0NA,1,1,0
NE65 9BZ,0,0,12
NE71 6EN,0,0,7
NE65 0LG,0,0,4
NE65 0SP,0,0,4
NE65 9JL,0,0,5
NE66 5QB,0,0,5
NE71 6TG,0,0,3
NE65 0LZ,0,0,15
TD15 2YY,0,0,16
NE65 0LA,0,0,4
TD15 2UR,0,0,12
NE65 0YN,0,0,7
NE65 9DQ,0,0,35
NE65 8HS,0,0,2
NE65 0RU,0,0,4
NE65 8HR,0,0,3
NE65 7JB,0,0,2
NE65 9QU,0,0,4
NE66 4PZ,0,0,1
NE20 0JR,0,0,3
NE68 7SE,2,2,12
NE47 5DE,1,1,3
NE71 6NP,0,0,9
TD12 4QT,0,0,3
NE71 6AS,0,0,21
NE71 6DZ,0,0,4
NE68 7XR,0,0,13
NE71 6DT,0,0,6
NE61 5DB,0,0,29
NE61 5QS,0,0,7
NE71 6EA,0,0,26
NE71 6AF,0,0,44
NE42 6DJ,0,0,3
NE61 5AG,0,0,22
NE61 5XR,0,0,20
NE65 8UQ,0,0,44
NE68 7XJ,1,1,8
NE65 8UH,0,0,20
NE61 5BN,0,0,18
NE65 9RL,0,0,6
TD15 2GZ,0,0,6
NE65 9ER,0,0,1
NE61 4NX,0,0,3
NE61 3QP,0,0,4
TD12 4TH,0,0,1
NE61 5PT,0,0,25
NE61 3QW,0,0,11
NE65 9EH,0,0,1
NE61 5XU,0,0,13
NE48 1AQ,1,1,5
NE67 5EX,0,0,3
NE61 5LS,0,0,28
NE61 5YG,0,0,24
NE61 5NG,0,0,6
NE61 4AN,0,0,1
NE61 5JD,0,0,1
NE61 5LQ,0,0,19
NE61 5QT,0,0,24
NE61 5XQ,0,0,1
NE46 4QJ,0,0,1
NE61 5PP,0,0,13
NE61 3EJ,0,0,1
NE61 5NA,0,0,27
NE65 9RZ,0,0,13
NE61 5PW,0,0,12
NE61 5HH,0,0,15
TD15 1UZ,0,0,1
NE20 9XN,0,0,22
NE20 9XD,0,0,7
NE48 3PZ,0,0,1
NE49 9DW,0,0,34
NE45 5AQ,0,0,4
TD15 1EA,0,0,24
NE61 3TH,0,0,3
NE49 0HH,2,2,0
NE61 5HJ,0,0,20
NE61 6HU,0,0,6
NE48 3DN,0,0,1
NE46 1AF,2,2,5
NE42 5FR,0,0,35
NE43 7PT,0,0,8
NE47 6DE,0,0,41
NE48 4BH,0,0,7
NE48 4DA,0,0,2
NE48 1NG,0,0,3
NE42 5FS,0,0,7
NE46 3EH,0,0,11
NE48 3PU,0,0,3
NE45 5AJ,0,0,4
NE48 1NJ,0,0,1
NE46 3RJ,0,0,6
NE46 4PJ,0,0,2
NE47 9JW,0,0,1
NE48 2TP,0,0,2
NE46 1AT,0,0,21
NE47 7EF,0,0,44
NE47 6DS,0,0,41
NE46 2QF,0,0,11
NE46 3JX,0,0,11
NE46 2JD,0,0,8
NE46 3JW,0,0,6
NE48 2RU,0,0,3
NE48 1BD,0,0,12
NE46 2LX,0,0,16
NE49 9PR,1,1,2
DH8 9SQ,0,0,2
NE46 2PP,0,0,1
NE42 6HL,0,0,4
NE48 1BE,0,0,2
NE49 9BL,0,0,32
NE48 3BW,0,0,2
NE61 4BJ,0,0,1
NE44 6HE,0,0,23
NE47 9QE,0,0,1
NE47 8HS,0,0,1
NE47 8AE,0,0,1
NE47 0AF,0,0,1
NE48 3HX,0,0,1
NE48 2EE,0,0,6
NE42 6JN,0,0,14
NE42 6RG,0,0,57
NE42 6RN,0,0,8
NE48 2EU,0,0,5
NE49 0HU,0,0,1
NE42 6EA,0,0,3
NE47 9DR,0,0,47
NE42 5LX,0,0,4
NE20 9XJ,0,0,3
NE47 9ES,0,0,1
NE46 2PJ,0,0,8
NE49 9JH,0,0,9
NE44 6AY,2,2,3
NE47 7HX,1,1,4
NE15 9RA,0,0,8
NE47 5LX,0,0,2
NE48 2LD,0,0,4
NE43 7AE,0,0,2
NE48 3BN,0,0,1
NE48 3BD,0,0,1
NE46 3JA,0,0,4
NE46 1LF,0,0,14
NE46 1HL,0,0,17
NE46 2JB,0,0,6
NE46 3ES,0,0,20
NE46 2AQ,0,0,37
NE46 1EF,0,0,19
NE47 5AE,0,0,39
NE46 3AF,0,0,12
NE42 6PN,0,0,12
NE49 0HP,0,0,4
NE47 7EB,0,0,4
NE47 0BH,0,0,12
NE49 0QU,0,0,8
NE46 1DY,0,0,11
NE46 2PA,0,0,25
NE46 3DA,0,0,7
NE42 6BT,0,0,56
NE48 2DB,0,0,4
NE49 9DD,0,0,44
NE45 5EX,0,0,48
NE45 5BH,0,0,6
NE46 1DS,0,0,8
NE42 5AT,0,0,18
NE46 1AY,0,0,15
NE46 1DL,0,0,22
NE42 6EL,0,0,8
NE48 2BH,0,0,3
NE47 5NT,0,0,1
NE47 8AD,0,0,2
NE46 2BF,0,0,30
NE47 5AW,0,0,4
NE48 2DN,0,0,14
NE49 0BY,1,1,2
NE49 9AW,0,0,7
NE49 9BJ,0,0,10
NE49 9JE,0,0,4
NE45 5PA,0,0,2
NE45 5EF,0,0,4
NE46 4QD,0,0,7
NE46 2HD,0,0,17
NE46 1HH,0,0,14
NE48 1RS,0,0,1
NE42 5BA,0,0,24
NE42 5JB,0,0,10
NE42 6LL,0,0,24
NE44 6EX,0,0,8
NE42 6PP,0,0,37
NE42 5LE,0,0,39
NE46 2NQ,0,0,9
NE46 2PZ,0,0,7
NE42 5EQ,0,0,37
NE45 5ER,0,0,4
NE46 3DS,0,0,17
NE42 5EA,0,0,33
NE42 5DU,0,0,15
NE46 2AA,0,0,17
NE42 6AN,0,0,6
NE46 2EA,1,1,36
NE41 8BE,0,0,4
NE44 6HX,0,0,3
NE46 3JD,0,0,2
NE42 6LD,0,0,11
NE43 7JU,0,0,33
NE46 3BJ,0,0,45
NE42 6PB,0,0,20
NE46 1DP,0,0,5
NE45 5DL,0,0,4
NE41 8AZ,0,0,5
NE42 6DY,0,0,10
NE46 2EZ,0,0,15
NE42 6AJ,0,0,8
NE46 1LJ,0,0,7
NE42 5AL,0,0,12
NE46 2RD,0,0,8
NE46 1HE,0,0,2
NE42 6BB,0,0,15
NE46 3SB,0,0,4
NE44 6HL,0,0,12
NE46 3NR,0,0,1
NE46 2QE,0,0,8
NE49 0BN,0,0,4
NE49 9PZ,0,0,5
NE46 3LD,0,0,16
NE45 5AN,0,0,3
NE44 6HH,0,0,2
NE41 8BJ,0,0,4
NE42 6JU,0,0,2
NE43 7DL,0,0,26
NE48 1HR,0,0,3
NE47 9AB,0,0,1
NE42 5QQ,0,0,12
NE46 1RQ,0,0,4
NE46 2AD,0,0,4
NE46 1XA,1,1,0
NE46 4SS,0,0,2
NE42 5QL,0,0,16
NE47 7JX,0,0,1
NE49 0PF,0,0,1
NE43 7LF,0,0,4
NE43 7ED,0,0,9
NE47 5BB,0,0,16
NE49 0AL,0,0,6
NE43 7EX,0,0,26
NE46 3EQ,0,0,4
NE46 2LZ,0,0,1
NE48 3PB,0,0,4
NE46 2NE,0,0,4
NE46 4PU,0,0,3
NE41 8EN,0,0,16
NE46 2NU,0,0,2
NE46 2DS,0,0,4
NE42 6HJ,0,0,4
NE45 5DJ,0,0,1
NE46 4RN,0,0,1
NE48 2EQ,0,0,3
NE47 0AJ,0,0,1
NE65 0JT,0,0,1
NE61 5XG,0,0,2
NE48 3DJ,0,0,0
DH8 9JZ,0,0,5
NE48 3PL,0,0,1
NE46 1HZ,0,0,2
NE47 6AU,0,0,5
NE48 3NU,0,0,1
NE49 9DZ,0,0,2
NE43 7DA,0,0,8
NE45 5PY,0,0,1
NE70 7ET,0,0,16
NE46 4EG,0,0,1
NE61 4EX,0,0,6
NE61 4AA,0,0,1
NE49 0LR,0,0,1
NE49 9EY,0,0,1
NE47 5AD,0,0,2
NE47 7EU,0,0,1
NE46 4TR,0,0,2
NE47 9SE,0,0,3
NE61 3BU,0,0,1
NE48 3PT,0,0,4
NE48 4DJ,0,0,1
NE65 8DX,0,0,4
NE65 8TB,0,0,4
NE61 4EP,0,0,1
NE61 3DB,0,0,4
NE65 9NR,0,0,1
NE65 7XS,0,0,1
NE65 7AY,0,0,1
NE65 7LD,0,0,9
NE65 0ST,0,0,1
NE65 8RP,0,0,1
NE65 7RR,0,0,3
NE65 7QA,0,0,1
NE61 6HE,0,0,4
NE61 6HF,0,0,3
NE71 6JQ,0,0,1
NE23 6RD,2,2,2
NE66 3HE,0,0,1
NE68 7UZ,0,0,1
NE70 7DR,0,0,1
NE42 5NU,0,0,0
NE20 0EY,0,0,1
NE48 1RX,0,0,1
NE65 8RU,0,0,1
NE47 0JB,0,0,1
NE43 7QE,0,0,1
DH8 9LA,0,0,2
NE61 2YT,0,0,7
NE47 9ST,0,0,2
NE71 6QX,0,0,1
NE71 6QR,0,0,3
CA9 3LA,0,0,2
NE20 0EJ,0,0,10
NE66 3DB,0,0,9
NE20 0BN,0,0,8
NE65 9BD,0,0,4
NE61 3TY,0,0,2
NE19 1AT,0,0,2
CA8 7DH,0,0,3
NE61 5QH,0,0,1
NE46 3RS,0,0,1
NE18 0NB,0,0,1
NE66 1TB,0,0,1
NE63 8SG,0,0,12
NE23 6XX,1,1,0
NE47 9SQ,0,0,1
NE47 9SS,0,0,1
NE65 0EB,1,1,0
TD15 1AF,1,1,0
NE24 4RD,1,1,0
NE45 5PQ,0,0,0
NE23 6NZ,1,1,0
NE63 8EB,0,0,0
NE49 9BF,0,0,0
NE48 1BX,0,0,0
NE23 9EJ,0,0,0
NE23 9NX,0,0,0
NE63 9HB,0,0,0
NE63 9AD,0,0,0
NE63 9FL,0,0,37
NE63 8NP,0,0,10
NE46 4NE,0,0,1
NE61 1AW,17,17,4
NE64 6QD,13,15,17
NE26 4QN,0,0,10
NE25 0LL,3,3,8
NE25 0QF,1,1,7
NE25 0DJ,0,0,32
NE46 1RG,0,0,6
NE66 3PU,1,1,39
NE45 5RZ,1,1,9
NE44 6AP,1,1,8
NE46 3EW,2,2,6
NE18 0LL,20,20,10
NE48 2AN,1,1,5
NE48 3HE,0,0,5
NE61 6PB,0,0,5
NE23 7FD,0,0,9
NE26 4BS,0,0,17
NE49 9LT,0,0,5
NE49 9JQ,0,0,9
NE24 2BA,18,18,1
TD15 1TU,10,11,0
TD15 2NZ,3,6,24
NE70 7EX,0,1,2
NE48 4AH,0,0,2
NE47 5AJ,0,0,4
NE47 5AL,0,0,1
NE48 3DW,0,0,3
NE23 2FJ,0,0,55
NE24 4BW,0,0,8
NE22 5RY,0,0,1
NE22 5DJ,0,0,2
NE43 7SR,0,0,2
NE46 2JU,0,0,6
TD12 4QH,1,1,10
NE71 6BJ,0,0,7
NE23 7EJ,1,1,1
NE61 6FY,0,0,2
NE66 2RY,2,2,6
NE46 2PL,0,0,6
TD15 2UD,8,8,50
TD15 2TB,2,2,26
NE22 7DU,1,1,10
NE19 1BY,0,0,3
NE64 6HH,1,1,40
NE22 5DA,1,1,24
NE22 5JH,0,0,6
NE22 6LE,0,0,42
NE46 4EX,0,0,2
NE62 5BL,0,0,20
NE65 7SS,2,2,0
NE22 5PS,0,0,40
NE22 6EN,0,0,4
NE22 5RS,0,0,4
NE63 0PY,0,0,52
NE63 0PH,9,9,22
NE63 0PJ,1,1,26
NE22 7JT,1,1,40
NE62 5DJ,0,0,25
TD15 1AJ,2,2,11
TD15 2UA,7,7,52
NE61 3UZ,1,1,24
NE64 6XS,4,4,6
NE61 3RZ,0,0,10
NE62 5DZ,0,0,15
NE25 0FH,0,0,20
NE66 1US,2,2,4
NE62 5LB,0,0,31
NE62 5PW,0,0,17
NE63 0EE,0,0,8
NE62 5UU,0,0,10
NE46 4BH,0,0,7
NE64 6AF,0,0,8
TD15 2PR,0,0,9
NE61 1RL,0,0,6
NE22 5YS,0,0,51
NE42 5JT,5,5,17
NE22 6NR,0,0,12
NE22 6NW,0,0,34
NE22 6DW,0,0,46
NE24 1SA,0,0,27
NE61 1XZ,2,2,7
NE66 1BT,2,2,73
NE24 3PL,4,4,4
NE26 4RE,0,0,13
NE61 6LJ,1,1,16
NE61 2EN,0,1,20
NE24 4NH,1,1,20
NE62 5LT,4,4,12
NE26 4RL,2,2,12
NE61 6UF,21,21,3
TD15 1BA,10,10,7
NE24 1BL,9,9,1
NE20 9NH,18,18,2
NE23 7RY,18,18,0
NE61 1PQ,16,16,4
NE66 2XH,1,1,1
TD15 2EX,3,3,23
NE24 3PS,1,1,13
NE61 1PY,11,11,3
NE65 7UU,1,1,4
NE61 3QF,0,0,14
NE61 3LX,1,1,8
NE63 9ET,0,0,23
NE24 4JD,0,0,56
NE48 1NA,2,2,2
NE46 3AJ,0,0,9
NE65 7TL,2,2,24
NE66 4SA,1,1,2
NE42 6PH,1,1,1
NE42 6EY,2,2,13
NE24 4LJ,5,5,2
NE47 8DF,0,0,1
NE68 7UA,8,8,17
TD15 2TR,4,4,26
NE47 7DQ,0,0,1
NE47 7DX,0,0,8
NE46 4HS,0,0,4
NE62 5TX,0,0,9
NE24 3RP,0,0,38
NE49 0NE,2,3,1
NE22 5YU,0,0,34
NE63 8SF,2,3,22
NE66 2RJ,12,12,13
NE23 1WE,52,52,0
NE63 9BB,0,0,54
NE64 6XB,0,0,3
NE63 0PX,1,2,53
NE24 3BG,0,0,19
CA8 7TF,0,0,13
NE63 8EE,0,0,45
NE61 6YA,0,0,14
NE23 3TX,0,0,17
NE22 7LG,0,0,40
NE22 5BD,0,0,31
NE62 5UN,0,0,41
NE63 0JX,0,0,32
NE22 5QF,0,0,6
NE63 9BF,0,0,4
NE62 5YF,0,0,21
NE62 5HH,0,0,8
NE63 8NU,0,0,1
NE22 6AA,2,2,2
NE42 6PL,20,22,0
NE63 8QF,0,0,29
NE43 7DW,3,3,0
NE62 5SH,0,0,40
NE64 6AH,0,0,65
NE70 7ER,1,1,27
NE61 3UA,0,0,10
NE22 5ET,0,0,71
NE61 1HG,17,17,0
NE63 9DR,0,0,30
NE20 9NR,2,2,3
NE63 8EL,0,0,36
NE63 0HQ,1,1,12
NE61 6TH,0,0,10
NE61 6RE,2,3,15
NE20 9SU,11,11,3
NE47 6DX,1,1,3
NE70 7JU,3,5,3
NE70 7NJ,2,2,19
NE70 7PP,0,1,7
NE63 9JG,0,0,10
NE71 6AH,10,10,0
NE63 8EU,0,0,8
NE63 9TN,0,0,23
NE63 0AG,14,15,33
NE63 9JL,0,0,15
CA8 7JN,0,0,10
NE71 6BG,6,6,5
NE62 5RU,0,0,28
NE46 3PX,0,0,21
NE63 9FR,0,0,10
NE22 6LJ,0,0,42
NE22 6HH,0,0,27
NE64 6TQ,0,0,22
NE20 9TX,1,2,21
NE63 0YH,19,19,0
NE63 8DN,0,0,32
NE63 0HT,0,0,19
NE66 3DD,0,0,15
NE65 7ES,0,0,7
TD12 4QF,0,0,7
NE63 0JT,0,0,16
NE63 8QE,0,0,38
NE64 6SH,0,0,28
NE22 5UX,2,2,3
NE63 8QX,0,0,37
NE64 6JF,0,0,30
NE19 2DG,0,0,7
NE64 6DG,0,0,9
NE64 6TN,0,0,19
NE64 6EL,0,0,2
NE24 4SF,0,0,20
NE63 9FJ,0,0,17
NE65 7AW,1,1,2
NE62 5PP,0,0,47
NE66 4JD,0,2,6
NE22 5BH,0,0,10
NE62 5NA,0,0,3
NE61 6SR,0,0,2
NE63 8TJ,0,0,42
NE63 9RY,0,0,49
NE62 5XR,0,0,19
NE24 5PT,2,2,51
NE48 4DB,1,1,2
NE22 7LB,0,0,35
NE71 6QP,27,28,5
NE64 6PG,0,0,14
NE24 4LT,0,0,78
NE61 6UJ,0,0,16
NE23 6RU,0,0,40
NE23 1DW,1,1,2
NE63 0DA,0,0,39
NE62 5LY,0,0,7
NE64 6HX,0,0,24
NE63 8DD,0,0,22
NE20 0JF,0,0,5
NE63 8ND,1,1,19
NE66 4JA,0,0,3
NE63 9TT,0,0,25
TD12 4XL,0,0,5
NE61 6AQ,1,2,25
NE61 6TF,0,0,9
NE64 6PZ,0,0,11
NE61 2DN,0,0,15
NE66 3UH,2,2,2
NE63 8LH,0,0,12
NE61 6FT,1,1,17
TD15 2PT,2,2,21
NE61 4JG,0,0,3
NE61 4RD,0,0,2
NE66 4AW,1,1,10
NE67 5HG,5,6,14
NE65 0UX,2,3,5
NE65 0SD,1,1,0
NE63 0NA,0,1,25
NE24 4HF,1,1,2
NE48 3AJ,1,2,4
NE63 8AE,0,0,27
NE41 8AT,0,0,2
NE47 7ET,0,0,6
NE63 9TX,0,0,11
NE66 3XB,3,3,2
NE66 3NE,0,1,0
NE65 7TE,7,7,13
NE65 8JJ,0,0,32
NE62 5SD,0,0,61
NE45 5BZ,0,0,14
NE65 7YN,0,0,25
NE25 0SN,0,0,10
NE64 6DH,0,0,18
NE63 0TS,0,0,12
NE46 4TN,0,1,0
NE63 8NY,0,0,10
NE62 5XX,0,0,18
NE65 0BT,3,3,4
NE63 9HP,0,0,7
NE63 9ND,0,0,27
NE63 0JP,0,0,23
NE66 1FE,0,0,24
NE63 8TU,0,2,1
NE63 9PA,0,0,18
NE42 5PB,1,1,6
NE63 0QD,0,0,29
NE63 0HA,1,1,54
NE62 5XU,0,0,20
NE62 5SZ,0,0,17
NE24 5BR,0,0,24
NE66 3SG,0,0,14
NE62 5XD,1,1,18
NE65 0AZ,4,4,20
NE47 6HW,1,2,16
NE61 1HH,1,1,0
NE46 1JJ,0,0,22
TD15 2QS,1,1,4
TD15 2QA,2,2,7
NE61 1PJ,10,10,4
NE63 8UJ,9,10,0
NE64 6NN,0,0,2
NE23 7BF,48,50,0
CA8 7JB,1,1,8
NE47 7AN,5,6,6
NE61 2DR,0,0,8
NE61 2DE,0,0,7
NE46 4RQ,0,1,70
NE63 8JU,0,0,27
NE61 3DS,0,0,11
NE48 3NP,1,5,5
NE63 9NT,0,0,15
NE20 9HH,0,0,18
NE23 3QZ,0,0,35
NE22 7LY,0,0,10
NE24 2QA,1,1,24
NE61 6SL,0,0,4
NE61 5HU,1,1,38
NE64 6AY,0,0,3
NE47 8HF,0,0,8
NE47 9NS,0,0,5
NE22 6HD,0,0,7
NE63 9JH,0,0,28
NE71 6TR,1,1,1
NE62 5JY,0,0,12
NE63 0AU,2,2,17
NE47 9BP,2,2,16
NE47 0HQ,0,0,3
NE62 5LF,0,0,16
NE62 5DX,0,0,6
NE48 2EY,0,0,4
NE48 3JQ,3,3,6
NE48 3LG,5,6,25
NE47 6NF,0,4,10
NE22 5YN,0,0,20
NE24 3XW,0,0,63
NE64 6SP,0,0,4
NE64 6DJ,1,1,9
NE64 6TD,0,0,28
NE61 1XQ,0,0,29
NE43 7TL,0,0,4
NE44 6BE,0,0,3
NE44 6BG,1,1,3
NE22 7ED,0,0,14
NE19 1AP,1,1,4
NE22 5YL,0,0,23
NE43 7UZ,1,1,7
NE22 5YF,0,0,69
NE63 9NA,0,0,14
NE69 7AS,0,0,4
NE65 7DX,1,1,4
NE48 3JN,0,1,3
NE63 0BP,0,0,52
NE22 5LS,0,0,2
NE69 7BN,4,5,6
NE22 7AE,0,0,1
NE45 5RN,0,0,9
NE63 8AF,0,0,16
TD15 1TQ,12,20,0
NE63 9FX,0,0,5
NE66 3UN,3,5,2
NE66 4JE,1,1,8
NE63 8HR,0,0,37
NE62 5NS,0,0,16
NE61 3NA,1,1,34
NE22 5QY,0,0,10
NE62 5DY,0,0,11
NE25 0LB,1,2,31
NE61 6SY,0,0,32
NE65 0XA,4,5,13
NE66 3AZ,0,0,17
NE66 3JP,2,2,20
NE66 4RY,0,0,2
NE62 5LW,0,0,16
NE47 5AX,0,0,6
NE23 3LN,0,0,15
NE65 0DQ,3,4,6
NE25 0EZ,0,0,17
NE22 6PB,0,0,7
NE61 1TY,0,0,17
NE61 2LL,0,0,49
NE61 1UR,0,0,28
NE61 1JD,1,1,8
NE63 8PJ,0,0,16
NE61 6NX,0,0,3
NE24 5BJ,1,1,1
NE23 7EZ,2,3,0
NE24 3XU,0,0,17
NE49 9LD,1,1,13
NE49 9HR,0,0,7
NE61 3SS,0,0,10
NE49 9NA,0,0,1
NE66 2TN,0,0,0
NE24 3BT,0,0,6
NE62 5QX,0,0,18
NE49 9PW,0,0,1
NE63 0DZ,0,0,40
NE42 5DN,0,1,8
NE65 0TW,1,1,2
TD15 1NA,2,3,18
NE63 9LQ,0,0,7
NE62 5HZ,0,0,12
NE42 6AR,0,1,28
NE43 7SB,0,0,6
NE22 5RT,0,0,3
NE69 7AQ,7,7,0
NE66 4RS,0,0,5
NE24 2JX,0,0,11
NE24 5LX,0,0,25
NE62 5AD,0,0,7
NE22 6EU,0,0,16
NE48 2RY,0,0,4
NE63 0LU,0,0,18
NE47 6AS,0,0,9
NE22 5SW,0,0,19
NE24 4RJ,0,0,18
NE26 4HS,0,0,36
NE61 2HN,0,0,18
NE22 5NT,0,0,10
NE41 8JA,0,0,16
TD15 1JS,12,14,8
NE62 5JL,0,0,63
NE24 4AA,3,3,20
NE22 6DG,0,0,56
NE61 1QT,0,0,11
NE61 2PL,0,0,25
NE22 6EF,2,2,4
NE24 3XF,0,0,38
NE22 5LP,0,0,6
NE22 5LQ,0,0,16
NE23 6SF,0,0,13
NE23 7XW,0,0,35
NE62 5BG,5,5,2
CA8 7JS,1,1,75
NE22 6DU,0,0,16
NE19 1HD,0,0,6
NE23 3QD,0,0,10
NE24 4HB,0,0,16
NE61 2QQ,0,0,12
NE15 0BQ,2,2,3
NE23 6UQ,0,0,18
NE15 0JU,0,0,3
NE24 4NG,3,3,7
NE62 5AL,0,0,13
NE62 5AQ,0,0,10
NE46 1BW,1,1,2
NE61 6UG,0,0,4
NE61 6NU,0,0,9
NE23 6RH,0,0,69
NE22 5ST,0,0,7
NE46 2JJ,1,1,2
NE46 2NH,0,0,5
NE62 5HY,0,0,8
NE22 6AP,1,1,1
TD15 1NT,0,0,45
TD12 4UP,2,2,12
NE23 1AR,0,0,13
NE65 9XF,0,0,1
NE22 6DA,3,3,22
NE63 9DP,0,0,5
TD12 4UF,0,0,9
TD15 1SB,1,1,33
TD15 2AW,7,7,44
NE24 1LX,1,1,1
NE61 2DF,0,0,35
NE61 2DZ,0,0,15
NE61 1ET,0,0,47
NE62 5JB,0,0,10
NE66 2RD,0,0,2
NE23 6LQ,1,1,44
NE42 6DF,2,2,4
NE22 5JP,0,0,44
NE71 6QZ,3,3,3
NE22 7ET,0,0,8
NE22 7NA,3,3,8
NE23 7DT,0,0,1
NE23 6LW,1,1,17
NE49 0DU,0,0,4
NE49 0JG,1,1,3
NE61 2HZ,0,0,36
NE62 5BN,0,0,24
TD15 2BE,3,3,13
NE61 2AD,0,0,26
NE61 2AW,0,0,10
NE49 0JW,0,0,3
NE61 6RN,0,0,8
NE49 9HZ,0,1,4
NE22 7LF,1,1,24
NE63 9NE,0,0,7
NE23 7JG,0,0,3
NE66 5QA,3,3,3
NE24 4TQ,0,0,26
NE65 0NG,2,2,21
NE24 4JP,1,1,1
NE63 0TQ,1,1,6
NE63 8UN,0,0,20
NE24 1JE,0,0,34
NE66 5RE,0,0,2
NE71 6NJ,3,3,7
NE24 5LA,1,2,11
NE24 5TE,2,3,0
NE65 9SF,5,5,1
NE71 6NW,3,3,0
NE47 9NL,0,0,2
NE61 3RN,0,0,12
NE47 9EP,1,1,3
NE47 9EN,0,0,2
NE24 3AN,0,0,44
NE66 2XQ,2,2,0
NE65 7JD,1,1,2
